Date,TSLA_Adj_Close,TSLA_Volume,SPY_Close,VIX_Close,TSLA_Return,SPY_Return,VIX_Change,TSLA_Volume_Log,TSLA_Volume_Change
2010-08-13,3.664,3170000,82.94721221923828,26.239999771118164,0.0400944572018782,-0.0029500988849518774,0.5100002288818359,14.969242145853464,-0.08609086933044274
2010-08-16,3.756,2429000,82.90892791748047,26.100000381469727,0.02479911453413251,-0.0004616567394635509,-0.1399993896484375,14.702990207984309,-0.26625193786915524
2010-08-17,3.83,2239500,83.92747497558594,24.329999923706055,0.019510241846538306,0.01221028139053977,-1.7700004577636719,14.621763184629492,-0.08122702335481691
2010-08-18,3.754,3006500,84.08064270019531,24.59000015258789,-0.020042865028237603,0.0018233376953792344,0.26000022888183594,14.91628716946176,0.29452398483226894
2010-08-19,3.758,2895500,82.61790466308594,26.440000534057617,0.0010649628269565903,-0.017549949939624186,1.8500003814697266,14.878668365647982,-0.037618803813778356
2010-08-20,3.82,1480000,82.34986114501953,25.489999771118164,0.016363521627210283,-0.003249650046924793,-0.9500007629394531,14.207552645740298,-0.671115719907684
2010-08-24,3.84,3365500,80.81820678710938,27.459999084472656,-0.04730096061796425,-0.01495482558098437,1.7999992370605469,15.029087098432905,-0.480294427940299
2010-08-25,3.98,2516500,81.13221740722656,26.700000762939453,0.03580945269671078,0.0038778658985645503,-0.7599983215332031,14.738379605198551,-0.2907074932343541
2010-08-26,3.95,2169000,80.58842468261719,27.3700008392334,-0.007566240383315813,-0.006725112726445677,0.6700000762939453,14.589776789809012,-0.14860281538953934
2010-08-27,3.94,1898000,81.83675384521484,24.450000762939453,-0.0025348556031880663,0.015371431369330838,-2.9200000762939453,14.45631125815201,-0.13346553165700215
2010-08-30,3.974,3664000,80.64970397949219,27.209999084472656,0.008592420819782695,-0.014611322078384698,2.759998321533203,15.114066004776157,0.657754746624148
2010-08-31,3.896,1005500,80.64970397949219,26.049999237060547,-0.019822758349336556,0.0,-1.1599998474121094,13.820995488194844,-1.293070516581313
2010-09-01,4.09,2474500,83.06207275390625,23.88999938964844,0.04859458427442161,0.02947305865977179,-2.159999847412106,14.721548913374077,0.9005534251792326
2010-09-02,4.212,2435500,83.83555603027344,23.190000534057617,0.029392624217018576,0.009269021013610393,-0.6999988555908239,14.705662632228734,-0.015886281145343517
2010-09-03,4.21,2173000,84.92306518554688,21.309999465942383,-0.0004749465774389184,0.012888517358032184,-1.8800010681152344,14.591619259238566,-0.11404337299016731
2010-09-07,4.108,1217000,83.96578979492188,23.799999237060547,-0.02452635562797829,-0.01133627961932735,2.489999771118164,14.011899371969664,-0.5797198872689027
2010-09-08,4.18,1442000,84.55545043945312,23.25,0.017374954470353157,0.006998085821983208,-0.5499992370605469,14.181541596827032,0.1696422248573679
2010-09-09,4.142,1881000,84.9460220336914,22.809999465942383,-0.009132483563272363,0.004608482508022456,-0.4400005340576172,14.447314108283168,0.26577251145613623
2010-09-10,4.034,1933000,85.37488555908203,21.989999771118164,-0.026420323441372545,0.005035957567561312,-0.8199996948242188,14.474583758190468,0.027269649907299964
2010-09-13,4.144,1804000,86.32453155517578,21.209999084472656,0.026903065425161878,0.011061839295646726,-0.7800006866455078,14.405516979604705,-0.06906677858576238
2010-09-14,4.224,3273500,86.27092742919922,21.559999465942383,0.019121041446778377,-0.0006211533955238974,0.35000038146972656,15.001370306863283,0.5958533272585775
2010-09-15,4.396,3423000,86.6002426147461,22.100000381469727,0.039912490137414415,0.003809953780236927,0.5400009155273438,15.046027917512323,0.044657610649039725
2010-09-17,4.046,5992500,86.60958099365234,22.010000228881836,-0.03449455426273655,0.0003732167511913905,0.29000091552734375,15.606019245290677,-0.8064237159881866
2010-09-20,4.212,4737500,87.93387603759766,21.5,0.040208855526175216,0.015174678886141492,-0.5100002288818359,15.37102012837282,-0.2349991169178569
2010-09-21,4.154,3980000,87.75676727294922,22.350000381469727,-0.01386586881780848,-0.00201614407351863,0.8500003814697266,15.196792377260621,-0.17422775111219835
2010-09-22,3.974,4814500,87.32564544677734,22.510000228881836,-0.044298581324295386,-0.0049247973092235615,0.15999984741210938,15.387142755662476,0.19035037840185431
2010-09-23,3.912,3340500,86.6172866821289,23.8700008392334,-0.015724391957054218,-0.008144771067822314,1.3600006103515625,15.021631054347669,-0.3655117013148068
2010-09-24,4.02,2894500,88.4035415649414,21.709999084472656,0.027233150458358637,0.02041262087793461,-2.160001754760742,14.878322942501196,-0.14330811184647274
2010-09-27,4.106,2093000,87.98004913330078,22.540000915527344,0.021167415965812116,-0.004801957412621076,0.8300018310546875,14.554109001428136,-0.3242139410730598
2010-09-28,4.28,6072500,88.28802490234375,22.600000381469727,0.04150369099696374,0.0034944057126118015,0.05999946594238281,15.619280939858465,1.0651719384303284
2010-09-29,4.396,9846500,88.13406372070312,23.25,0.02674202694766939,-0.0017453735178737325,0.6499996185302734,16.102626620054387,0.4833456801959226
2010-09-30,4.082,10979000,87.87228393554688,23.700000762939453,-0.07410797215372185,-0.0029746651944652014,0.4500007629394531,16.211494915216868,0.10886829516248042
2010-10-04,4.198,3218000,87.5796890258789,23.530000686645508,0.018755058037006195,-0.007532077204222738,1.0300006866455078,14.984270606534466,0.07398845928801911
2010-10-05,4.224,1660000,89.34284210205078,21.760000228881836,0.00617432500551897,0.019932016995738617,-1.7700004577636719,14.322328160332725,-0.6619424462017403
2010-10-06,4.092,1567000,89.33515167236328,21.489999771118164,-0.031748698314580416,-8.608144214959049e-05,-0.2700004577636719,14.264673521338159,-0.05765463899456691
2010-10-07,4.086,705000,89.22734069824219,21.559999465942383,-0.0014673516939496204,-0.001207543485647704,0.06999969482421875,13.465953081794405,-0.7987204395437537
2010-10-08,4.086,1339000,89.72781372070312,20.709999084472656,0.0,0.005593293234354477,-0.8500003814697266,14.107433624673309,0.6414805428789041
2010-10-11,4.048,856000,89.81250762939453,18.959999084472656,-0.009343564410266006,0.0009434528615825812,-1.75,13.66002565512388,-0.4474079695494293
2010-10-12,4.048,1220000,90.08965301513672,18.93000030517578,0.0,0.0030810703328319677,-0.029998779296875,14.01436141670944,0.3543357615855598
2010-10-13,4.108,1591000,90.79031372070312,19.06999969482422,0.014713360081147183,0.007747283711977884,0.1399993896484375,14.279873307319924,0.26551189061048497
2010-10-14,4.15,1474000,90.43616485595705,19.8799991607666,0.010172042176295339,-0.003908361717758055,0.8099994659423828,14.20349035173142,-0.07638295558850494
2010-10-15,4.108,1423500,90.62092590332033,19.030000686645508,-0.01017204217629527,0.0020409155004217387,-0.8499984741210938,14.16862918570023,-0.03486116603118994
2010-10-18,4.046,814000,91.06749725341795,19.09000015258789,-0.015207553320757888,0.004915803017339314,0.05999946594238281,13.609715644984677,-0.5589135407155528
2010-10-19,4.01,1226000,89.87408447265625,20.6299991607666,-0.008937497427075978,-0.013191330316952462,1.539999008178711,14.019267395478293,0.40955175049361614
2010-10-20,4.13,1562500,90.7518310546875,19.790000915527344,0.0294861656544637,0.009719020537440165,-0.8399982452392578,14.261797660592693,0.24253026511440012
2010-10-21,4.15,2085500,90.95198822021484,19.270000457763672,0.004830927269665592,0.0022031154577261854,-0.5200004577636719,14.550519192619136,0.28872153202644313
2010-10-22,4.144,805500,91.1213607788086,18.780000686645508,-0.0014468292854250618,0.0018604876373243427,-0.48999977111816406,13.599218481599166,-0.9513007110199698
2010-10-25,4.17,592500,91.39085388183594,19.850000381469727,0.006254530853528105,0.0029531535671199565,1.0699996948242188,13.292106151991423,-0.3071123296077438
2010-10-27,4.2,1782500,91.14447784423828,20.709999084472656,-0.016997576368571136,-0.002868191145385988,0.48999977111816406,14.393527431270588,-0.6172683026220565
2010-10-28,4.238,1121000,91.15988159179688,20.8799991607666,0.00900693455678485,0.00016898934993007147,0.1700000762939453,13.929731702054298,-0.4637957292162902
2010-10-29,4.368,1403000,91.22918701171876,21.200000762939453,0.030213778596496633,0.000759973432489055,0.32000160217285156,14.154123359084599,0.22439165703030106
2010-11-01,4.282,2279000,91.25995635986328,21.829999923706055,-0.019885048275112907,0.0003372183996003879,0.6299991607666016,14.639247308227821,0.48512394914322243
2010-11-02,4.25,1612500,91.98370361328124,21.56999969482422,-0.007501207231165631,0.007899329417126436,-0.26000022888183594,14.293296327652065,-0.3459509805757559
2010-11-03,4.354,1863000,92.35327911376952,19.559999465942383,0.02417597987603036,0.004009786752525458,-2.010000228881836,14.437698649583725,0.14440232193165947
2010-11-05,4.888,5055000,94.4859848022461,18.260000228881836,-0.01864666916726741,0.003755204884969027,-0.26000022888183594,15.435888410436709,-0.6171352437778967
2010-11-08,4.996,2547500,94.30894470214844,18.290000915527344,0.02185437039403722,-0.0018754757074878595,0.030000686645507812,14.750623044079017,-0.685265366357692
2010-11-09,4.926,4782000,93.63136291503906,19.079999923706055,-0.014110292564985116,-0.007210637584951693,0.7899990081787109,15.380369427000407,0.6297463829213896
2010-11-11,5.608,9726500,93.65445709228516,18.63999938964844,-0.04600114157992555,-0.003774878066665344,0.17000007629394887,16.09036467722001,-0.4531620944873538
2010-11-12,5.968,13645500,92.54576873779295,20.61000061035156,0.062217713169170824,-0.0119087015292911,1.970001220703118,16.428920354912364,0.33855567769235506
2010-11-15,6.16,13114500,92.41485595703124,20.200000762939453,0.0316649146439687,-0.0014155748320869338,-0.4099998474121058,16.389229046271193,-0.039691308641170764
2010-11-16,5.934,6738000,90.97509765625,22.579999923706055,-0.03737825567679832,-0.015701927541715763,2.3799991607666016,15.723273702948635,-0.6659553433225582
2010-11-17,5.898,3750000,91.02129364013672,21.760000228881836,-0.006085211475545675,0.000507658251350837,-0.8199996948242188,15.137266397946593,-0.5860073050020418
2010-11-18,5.978,4780500,92.36097717285156,18.75,0.013472753468661553,0.01461108928468949,-3.010000228881836,15.380055701507638,0.2427893035610449
2010-11-19,6.198,5752500,92.61508178710938,18.040000915527344,0.03614059550381042,0.0027474341871772143,-0.7099990844726562,15.565145100891659,0.18508939938402058
2010-11-22,6.68,7648500,92.5380859375,18.3700008392334,0.07489132818299785,-0.0008316990197241565,0.3299999237060547,15.850020108145458,0.2848750072537989
2010-11-23,6.914,7889000,91.19837188720705,20.6299991607666,0.034430353950878415,-0.014583254834669424,2.259998321533203,15.880979942077227,0.030959833931769154
2010-11-24,7.094,7125000,92.54576873779295,19.559999465942383,0.02570101485199738,0.014666274504978889,-1.0699996948242188,15.779120284118989,-0.10185965795823826
2010-11-29,6.866,5728000,91.74503326416016,21.530000686645508,-0.028429768266158607,0.0030257272164358213,-0.6899986267089844,15.560876987622619,1.1840378237192475
2010-11-30,7.066,11113000,91.22918701171876,23.540000915527344,0.02871285390145316,-0.005638473204890939,2.010000228881836,16.223626152167782,0.6627491645451631
2010-12-01,6.87,6496000,93.1693878173828,21.36000061035156,-0.028130442702695498,0.021044331938857384,-2.180000305175785,15.68669716082365,-0.5369289913441317
2010-12-02,6.47,10035000,94.36280059814452,19.38999938964844,-0.05998799772144884,0.012727723185770375,-1.970001220703118,16.121589540212575,0.4348923793889252
2010-12-03,6.298,5800500,94.61686706542967,18.010000228881836,-0.026943985833976215,0.002688824924888796,-1.3799991607666051,15.5734546786976,-0.5481348615149759
2010-12-06,6.062,6372000,94.51679229736328,18.020000457763672,-0.03819234404322143,-0.0010582439714100925,0.010000228881835938,15.667423950012076,0.09396927131447619
2010-12-07,6.312,6556500,94.5707015991211,17.989999771118164,0.040412804907961744,0.0005702048518128516,-0.030000686645507812,15.695967481953616,0.02854353194154058
2010-12-08,6.474,3300000,94.91712951660156,17.739999771118164,0.02534157196047946,0.0036564701956056634,-0.25,15.009433026436708,-0.6865344555169077
2010-12-09,6.41,2030000,95.28672790527344,17.25,-0.009934884571473923,0.00388634446086012,-0.48999977111816406,14.52354635101797,-0.48588667541873853
2010-12-10,6.304,2147000,95.84109497070312,17.610000610351562,-0.01667491837700061,0.005801024798084516,0.3600006103515625,14.579582076860918,0.056035725842948025
2010-12-13,6.11,2052000,95.90266418457033,17.549999237060547,-0.03125757937207403,0.0006422030761730622,-0.060001373291015625,14.534325485272797,-0.0452565915881209
2010-12-15,5.92,3714500,95.54849243164062,17.940000534057617,0.036818196104605905,-0.004582524018232523,0.3299999237060547,15.127754637573998,-0.8657410451509922
2010-12-16,6.162,3950500,96.10285949707033,17.389999389648438,0.04006495127856186,0.005785178199818317,-0.5500011444091797,15.189352711144926,0.06159807357092717
2010-12-17,6.272,4065000,96.2057876586914,16.110000610351562,0.017693882873630547,0.0010704476680773478,-1.279998779296875,15.217924300964048,0.028571589819122778
2010-12-20,6.34,2617000,96.43798828125,16.40999984741211,0.010783485401027809,0.0024106746649415305,0.2999992370605469,14.777539181512283,-0.44038511945176495
2010-12-21,6.452,3888500,97.04942321777344,16.489999771118164,0.017511391813827895,0.006320173153158944,0.07999992370605469,15.173534037117134,0.3959948556048509
2010-12-22,6.526,4166500,97.351318359375,15.449999809265137,0.01140403790816634,0.0031059077433794008,-1.0399999618530273,15.242586912804398,0.06905287568726415
2010-12-23,6.018,7763000,97.21192932128906,16.469999313354492,-0.08103921996327541,-0.0014328406170751118,1.0199995040893555,15.864879415387817,0.6222925025834183
2010-12-28,5.282,20281500,97.38998413085938,17.520000457763672,0.03310540965932743,0.001431486834645067,-0.14999961853027344,16.82521969844906,-0.829947452317171
2010-12-29,5.546,16596000,97.4596176147461,17.280000686645508,0.04877213331864587,0.0007147408691346016,-0.23999977111816406,16.624672260434895,-0.20054743801416564
2010-12-30,5.3,10205500,97.30484008789062,17.520000457763672,-0.045370126635510176,-0.0015893819772208155,0.23999977111816406,16.138437348616236,-0.4862349118186593
2010-12-31,5.326,7089500,97.32807159423828,17.75,0.004893666833664359,0.00023872125487115406,0.22999954223632812,15.77412537415975,-0.364311974456486
2011-01-03,5.324,6415000,98.33423614501952,17.610000610351562,-0.00037558685887529783,0.010284795589727162,-0.1399993896484375,15.674149556031875,-0.09997581812787537
2011-01-04,5.334,5937000,98.28003692626952,17.3799991607666,0.0018765252269573923,-0.0005513253872796574,-0.23000144958496094,15.596714513252813,-0.07743504277906155
2011-01-05,5.366,7233500,98.79087829589844,17.020000457763672,0.0059813262436098375,0.005184352173237503,-0.3599987030029297,15.794233571051782,0.19751905779896894
2011-01-06,5.576,10306000,98.59738159179688,17.399999618530273,0.03838892145479033,-0.0019605701594658203,0.37999916076660156,16.14823680787031,0.3540032368185262
2011-01-07,5.648,11239500,98.40390014648438,17.139999389648438,0.012829826732718217,-0.001964266484106971,-0.26000022888183594,16.234944917454612,0.08670810958430408
2011-01-10,5.69,6713500,98.28003692626952,17.540000915527344,0.007408747947298799,-0.001259515529664726,0.40000152587890625,15.7196309824949,-0.5153139349597122
2011-01-11,5.392,8551000,98.62834167480467,16.889999389648438,-0.053793874528233664,0.0035377378482267913,-0.6500015258789062,15.961558793138092,0.24192781064319213
2011-01-12,5.392,4822000,99.51844024658205,16.239999771118164,0.0,0.008984294878303467,-0.6499996185302734,15.388699337723253,-0.5728594554148394
2011-01-13,5.244,3618000,99.3558578491211,16.389999389648438,-0.02783180770855259,-0.0016350271024180958,0.14999961853027344,15.101431944937378,-0.2872673927858749
2011-01-14,5.15,5960000,100.07569122314452,15.460000038146973,-0.018087851225808516,0.007218882903752494,-0.9299993515014648,15.600581039041533,0.49914909410415476
2011-01-18,5.128,8108500,100.24595642089844,15.869999885559082,-0.0042809950572759445,0.0016999185136304129,0.4099998474121094,15.908423452141566,0.30784241310003324
2011-01-19,4.806,11857500,99.26302337646484,17.309999465942383,-0.0648505823040918,-0.009853601561696434,1.4399995803833008,16.288471136733875,0.3800476845923093
2011-01-20,4.524,11399500,99.13143157958984,17.989999771118164,-0.060468579060403184,-0.0013265674809497924,0.6800003051757812,16.24908005275374,-0.03939108398013502
2011-01-21,4.608,6085000,99.3558578491211,18.469999313354492,0.0183973651397161,0.0022613676252635213,0.4799995422363281,15.621337284403765,-0.6277427683499752
2011-01-24,4.898,8225500,99.92091369628906,17.649999618530273,0.061033035136386,0.005671081051638794,-0.8199996948242188,15.922749643041612,0.30141235863784743
2011-01-25,4.936,6357500,99.97505950927734,17.59000015258789,0.0077283280731107835,0.0005417399204618774,-0.05999946594238281,15.665145776278411,-0.25760386676320124
2011-01-26,4.95,5399500,100.36205291748048,16.639999389648438,0.00283228997751222,0.003863426849600501,-0.9500007629394531,15.50181691465495,-0.1633288616234605
2011-01-27,4.984,4478500,100.6097412109375,16.149999618530273,0.00684520490455313,0.00246490727655826,-0.48999977111816406,15.314798726897386,-0.1870181877575643
2011-01-28,4.802,5242000,98.85279846191406,20.040000915527344,-0.037200283686090574,-0.017617224698264402,3.8900012969970703,15.472213662865489,0.1574149359681023
2011-01-31,4.82,4151500,99.59581756591795,19.530000686645508,0.003741430263447585,0.007488311996607146,-0.5100002288818359,15.238980272684222,-0.2332333901812671
2011-02-01,4.782,3539000,101.19021606445312,17.6299991607666,-0.007915059026376032,0.015881901575830852,-1.9000015258789062,15.0793547593276,-0.15962551335662134
2011-02-02,4.788,2847500,100.99674987792967,17.299999237060547,0.0012539186595936812,-0.001913736077569207,-0.3299999237060547,14.861951974303475,-0.21740278502412558
2011-02-03,4.726,2560000,101.22118377685548,16.690000534057617,-0.013033608931010703,0.002219723908968593,-0.6099987030029297,14.755517816455745,-0.1064341578477297
2011-02-04,4.692,2720000,101.50753784179688,15.93000030517578,-0.00722024797348702,0.002824999369554596,-0.7600002288818377,14.81614243827218,0.060624621816435464
2011-02-07,4.614,4475500,102.14220428466795,16.280000686645508,-0.016763771039667114,0.006232941824057631,0.35000038146972834,15.31412863529313,0.4979861970209498
2011-02-09,4.642,13178000,102.37442779541016,15.869999885559082,-0.053681650677730584,-0.002265210477030393,0.05999946594238281,16.394059330455903,-0.2850511293515474
2011-02-10,4.644,4180500,102.41309356689452,16.09000015258789,0.00043075598339976164,0.00037761843775062744,0.2200002670288086,15.24594141457225,-1.1481179158836525
2011-02-11,4.65,3172500,103.02457427978516,15.6899995803833,0.0012911557636200296,0.005952973717995101,-0.40000057220458984,14.97003047857068,-0.275910936001571
2011-02-14,4.616,6415500,103.27220916748048,15.949999809265137,-0.007338690393466629,0.0024007645926202004,0.26000022888183594,15.67422749531721,0.7041970167465301
2011-02-15,4.568,4768500,102.94717407226562,16.3700008392334,-0.010453056852089368,-0.003152326025506493,0.4200010299682617,15.377542348001104,-0.29668514731610607
2011-02-17,4.72,13092000,103.90689849853516,16.59000015258789,-0.04677036950176046,0.0029839726110598213,-0.12999916076660156,16.38751191460321,-0.4520996909655004
2011-02-18,4.636,11853500,104.12361907958984,16.43000030517578,-0.01795687411995862,0.002083546798608466,-0.15999984741210938,16.288133740585423,-0.09937817401778659
2011-02-22,4.374,10323000,102.03387451171876,20.799999237060547,-0.058174003222929274,-0.02027397705194606,4.369998931884766,16.149884973447726,-0.1382487671376964
2011-02-23,4.366,8028000,101.40691375732422,22.1299991607666,-0.001830664126823924,-0.006163589362509977,1.3299999237060547,15.898445988898366,-0.25143898454935965
2011-02-24,4.506,5276500,101.33728790283205,21.31999969482422,0.03156258388230059,-0.000686834510276123,-0.8099994659423828,15.478773557093282,-0.4196724318050844
2011-02-25,4.722,6731500,102.42089080810548,19.219999313354492,0.046822596653268475,0.010636266262197817,-2.1000003814697266,15.722308559401426,0.2435350023081444
2011-02-28,4.778,5256000,103.05553436279295,18.350000381469727,0.011789610240296533,0.006177307905556569,-0.8699989318847656,15.474880839146584,-0.2474277202548425
2011-03-01,4.788,5532000,101.33728790283205,21.010000228881836,0.0020907387921091348,-0.016813574167754364,2.6599998474121094,15.526059971766786,0.05117913262020224
2011-03-02,4.804,3316500,101.5540008544922,20.700000762939453,0.003336116522010393,0.002136247794595879,-0.3099994659423828,15.014420567947747,-0.5116394038190393
2011-03-03,4.872,3201000,103.3031997680664,18.600000381469727,0.01405562618985872,0.01707766600723897,-2.1000003814697266,14.978973818952,-0.03544674899574751
2011-03-04,4.99,7900500,102.5291976928711,19.059999465942383,0.023931379355831395,-0.0075207375803402025,0.45999908447265625,15.882436606573691,0.9034627876216916
2011-03-07,4.988,10168000,101.72425079345705,20.65999984741211,-0.00040088194563719134,-0.007881884713254862,1.6000003814697266,16.134756091851425,0.2523194852777344
2011-03-08,4.932,6999500,102.61434936523438,19.81999969482422,-0.011290442515692181,0.008712051476721529,-0.8400001525878906,15.761349275897016,-0.37340681595440905
2011-03-09,4.944,4624000,102.46730041503906,20.219999313354492,0.002430134853291669,-0.0014340529789327514,0.39999961853027344,15.34677068933435,-0.41457858656266566
2011-03-10,4.802,5085000,100.57106018066406,21.8799991607666,-0.02914222235632829,-0.018679183219897613,1.6599998474121094,15.441805587464797,0.09503489813044652
2011-03-11,4.814,4654000,101.2676010131836,20.079999923706055,0.0024958415618188145,0.006901983926295736,-1.7999992370605469,15.353237622844373,-0.08856796462042382
2011-03-14,4.65,5830000,100.65618896484376,21.1299991607666,-0.03466111976161518,-0.006055887886920425,1.0499992370605469,15.578527558326675,0.22528993548230147
2011-03-15,4.59,6594000,99.5029296875,24.31999969482422,-0.012987195526811303,-0.011523552332488281,3.190000534057617,15.701670702613814,0.12314314428713935
2011-03-16,4.564,5848500,97.6608657836914,29.399999618530273,-0.005680592072624523,-0.018686163947764678,5.079999923706055,15.581695776072898,-0.11997492654091602
2011-03-17,4.562,4613000,98.95345306396484,26.3700008392334,-0.0004383081376328835,0.01314864461966104,-3.029998779296875,15.344388962539957,-0.2373068135329408
2011-03-18,4.592,3439500,99.31330871582033,24.440000534057617,0.006554535155068824,0.0036300189076342014,-1.9300003051757812,15.050836669948206,-0.29355229259175175
2011-03-21,4.546,2058500,100.85247802734376,20.61000061035156,-0.010067933586913665,0.015379248108660492,-3.8299999237060582,14.537488120192096,-0.5133485497561097
2011-03-22,4.438,2914500,100.50267028808594,20.209999084472656,-0.02404390091994937,-0.0034745383378874174,-0.4000015258789027,14.885208836467742,0.3477207162756457
2011-03-23,4.442,2114000,100.790283203125,19.170000076293945,0.0009009009618336763,0.002857657019544611,-1.039999008178711,14.56409244541232,-0.3211163910554209
2011-03-24,4.466,2311000,101.75418090820312,18.0,0.00538842794573036,0.00951795928903977,-1.1700000762939453,14.653190889256518,0.08909844384419685
2011-03-25,4.55,2840000,102.06515502929688,17.90999984741211,0.018634079544892792,0.003051470666074009,-0.09000015258789062,14.859314610137389,0.20612372088087128
2011-03-28,4.65,5290500,101.8163833618164,19.440000534057617,0.02173998663640604,-0.0024403562274793794,1.5300006866455078,15.481423317326353,0.6221087071889642
2011-03-29,4.784,3777000,102.50041961669922,18.15999984741211,0.028409797049065447,0.0066958644675008065,-1.2800006866455078,15.144440601694594,-0.3369827156317591
2011-03-30,4.742,6116500,103.20781707763672,17.709999084472656,-0.008818029005116785,0.006877704663598424,-0.4500007629394531,15.626500595469109,0.4820599937745147
2011-04-04,5.166,13046500,103.58873748779295,17.5,-0.03162770764281335,0.0008258191850256524,0.10000038146972656,16.384030456527412,-0.09341655357304646
2011-04-05,5.34,15904500,103.57318878173828,17.25,0.03312695829845467,-0.00015011161909776646,-0.25,16.5821126460161,0.19808218948868728
2011-04-06,5.298,6441500,103.899658203125,16.899999618530273,-0.007896262122225505,0.003147107639241,-0.35000038146972656,15.678271990213716,-0.9038406558023837
